name,seasonal,style,keys,desc,abv,ibu,location,location_id
Time Crystals #1,0,Biere de Garde,"Biere de Garde, Style: Biere de Garde, aged in oak with brettanomyces with fruit, Fermentables: Pilsner, Munich, Caramel, apricot, Hops: Strisselspalt","Style: Biere de Garde, aged in oak with brettanomyces with fruit, Fermentables: Pilsner, Munich, Caramel, apricot, Hops: Strisselspalt",,,StandardBrewing,28
Brett Earl,0,Biere de Garde,"Biere de Garde, Style: Biere de Garde, aged in oak with brettanomyces, Fermentables: Pilsner, Munich, Caramel, Hops: Strisselspalt","Style: Biere de Garde, aged in oak with brettanomyces, Fermentables: Pilsner, Munich, Caramel, Hops: Strisselspalt",7.4,,StandardBrewing,28
Bee's Wine,0,Gingerbeer,"Gingerbeer, Fermentables: White and demerara sugars, also lemon and lime juice, Microbiology: Mixed culture, true “ginger beer plant” (saccharomyces florentinus/lactobacillus hilgardii)","Fermentables: White and demerara sugars, also lemon and lime juice, Microbiology: Mixed culture, true “ginger beer plant” (saccharomyces florentinus/lactobacillus hilgardii)",,,StandardBrewing,28
2nd Anniversary Ale,0,IPA,"IPA, Style: Triple IPA, Fermentables: Pale, Caramel malts, Hops: Simcoe, Mosaic, Equinox, Belma","Style: Triple IPA, Fermentables: Pale, Caramel malts, Hops: Simcoe, Mosaic, Equinox, Belma",12,,StandardBrewing,28
1st Anniversary Wine,0,IPA,"IPA, Style: Triple IPA, Fermentables: Pale, Caramel malts, Hops: Simcoe, Calypso, Mosaic","Style: Triple IPA, Fermentables: Pale, Caramel malts, Hops: Simcoe, Calypso, Mosaic",12,,StandardBrewing,28
Buny Kisses,0,Stout,"Stout, Style: Bourbon Imperial Stout, aged in Woodford Reserve barrels, Fermentables: Pale, chocolate, roast, Victory, caramel and peat malts, rye, oats, wheat, Hops: Chinook","Style: Bourbon Imperial Stout, aged in Woodford Reserve barrels, Fermentables: Pale, chocolate, roast, Victory, caramel and peat malts, rye, oats, wheat, Hops: Chinook",12,,StandardBrewing,28
Nellie,0,Golden Ale,"Golden Ale, Pike Nellie is a golden ale named in honor of Nellie Nightingale Curtis, madam of the LaSalle Hotel, the same building where Pike Brewing Company was founded. Curtis was a notorious, outrageous citizen of Seattle in its rough and tumble years in the early 20th century. Featuring organic malt, Pike Nellie pours a golden color with a nutty, cracker-like malt flavor in front and ending with a sight grapefruit and lemon finish.","Pike Nellie is a golden ale named in honor of Nellie Nightingale Curtis, madam of the LaSalle Hotel, the same building where Pike Brewing Company was founded. Curtis was a notorious, outrageous citizen of Seattle in its rough and tumble years in the early 20th century. Featuring organic malt, Pike Nellie pours a golden color with a nutty, cracker-like malt flavor in front and ending with a sight grapefruit and lemon finish.",5,20,Pike Brewing Company,29
Pike Meeker IPA,0,IPA,"IPA, Named in honor of Ezra Meeker who first planted hops in Washington in 1865. Easy drinking, notes of lime and pine with Cashmere hops.","Named in honor of Ezra Meeker who first planted hops in Washington in 1865. Easy drinking, notes of lime and pine with Cashmere hops.",5,22,Pike Brewing Company,29
Third Story Series,0,IPA,"IPA, A celebration of local ingredients featuring Skagit Valley Pilsner malt complemented by notes of citrus, passion fruit, and earthy pine from Yakima Valley-grown Citra, Mosaic, and Trident hops.","A celebration of local ingredients featuring Skagit Valley Pilsner malt complemented by notes of citrus, passion fruit, and earthy pine from Yakima Valley-grown Citra, Mosaic, and Trident hops.",5.8,25,Pike Brewing Company,29
Space Needle IPA,0,IPA,"IPA, Assertive hoppy & floral west coast style IPA. Pike Space Needle Golden IPA is generously brewed with four varieties of Yakima Valley aroma hops. We then dry hop it with whole-cone hops, which impart a floral aroma that has catapulted this beer to a local favorite.","Assertive hoppy & floral west coast style IPA. Pike Space Needle Golden IPA is generously brewed with four varieties of Yakima Valley aroma hops. We then dry hop it with whole-cone hops, which impart a floral aroma that has catapulted this beer to a local favorite.",6,58,Pike Brewing Company,29
Pike IPA,0,IPA,"IPA, Citra hop flavor shines through in this expertly balanced IPA with just the right amount of bitterness. Pike IPA uses local hops to its advantage, artfully mixing citrus and modern tropical fruit flavors with a clean and light malt character. Pike IPA started introducing people to its style in the early 90’s and is now updated to reflect today’s beer drinkers love of hops. Pouring light golden in your glass, Pike IPA is brewed to be an all-day drinking IPA, pairing well with food while keeping your hop craving palate satisfied.","Citra hop flavor shines through in this expertly balanced IPA with just the right amount of bitterness. Pike IPA uses local hops to its advantage, artfully mixing citrus and modern tropical fruit flavors with a clean and light malt character. Pike IPA started introducing people to its style in the early 90’s and is now updated to reflect today’s beer drinkers love of hops. Pouring light golden in your glass, Pike IPA is brewed to be an all-day drinking IPA, pairing well with food while keeping your hop craving palate satisfied.",6,45,Pike Brewing Company,29
Third Story Series,0,Juicy IPA,"Juicy IPA, A fruity, juicy IPA with a hint of pine.","A fruity, juicy IPA with a hint of pine.",7.2,26,Pike Brewing Company,29
King of Cascadia Helles,0,Lager,"Lager, Bright and mellow with redolent malt and a hint of spice from Saaz hops, this Helles finishes cleanly with just a touch of sweetness. A collaborative partnership between Pike and local co-op PCC Community Markets, the Pike King of Cascadia series supports our mutual nonprofit partner, Long Live the Kings, whose efforts help restore wild salmon and support sustainable fishing in the PNW.","Bright and mellow with redolent malt and a hint of spice from Saaz hops, this Helles finishes cleanly with just a touch of sweetness. A collaborative partnership between Pike and local co-op PCC Community Markets, the Pike King of Cascadia series supports our mutual nonprofit partner, Long Live the Kings, whose efforts help restore wild salmon and support sustainable fishing in the PNW.",4.9,19,Pike Brewing Company,29
Pike Place Ale,0,Pale Ale,"Pale Ale, A balanced farm-to-tap beer brewed with Skagit Valley Alba malt and citrus-forward Yakima Valley hops. Updated and reintroduced in 2016, Pike Place Ale was the first beer brewed by Pike back in 1989. Pike Place Ale supports local farmers and the Pike Place Market Foundation.","A balanced farm-to-tap beer brewed with Skagit Valley Alba malt and citrus-forward Yakima Valley hops. Updated and reintroduced in 2016, Pike Place Ale was the first beer brewed by Pike back in 1989. Pike Place Ale supports local farmers and the Pike Place Market Foundation.",5,28,Pike Brewing Company,29
Pike Pils,0,Pilsner,"Pilsner, A zesty, bright and refreshing Pilsner, Pike Hoppy Pils captures your attention with light German malts and whole leaf Mosaic hop’s lemony hop flavors. Released in the spring time, Pike Hoppy Pils is a handcrafted lager, brewed for stellar flavor and with the highest quality ingredients, just like craft ales. Crisp, dry and refreshing with just a touch of hops for your Northwest palate.","A zesty, bright and refreshing Pilsner, Pike Hoppy Pils captures your attention with light German malts and whole leaf Mosaic hop’s lemony hop flavors. Released in the spring time, Pike Hoppy Pils is a handcrafted lager, brewed for stellar flavor and with the highest quality ingredients, just like craft ales. Crisp, dry and refreshing with just a touch of hops for your Northwest palate.",4,25,Pike Brewing Company,29
Kilt Lifter,0,Scotch Ale,"Scotch Ale, Layers of sweet malt, reminiscent of caramel and toffee, are followed by peat-smoked flavors making this versatile beer the best-selling in Pike Brewing’s history. Pike Kilt Lifter Scotch Ale pours a ruby-amber color with its rich malts drawing your attention and finishing with slight piney hop character. ","Layers of sweet malt, reminiscent of caramel and toffee, are followed by peat-smoked flavors making this versatile beer the best-selling in Pike Brewing’s history. Pike Kilt Lifter Scotch Ale pours a ruby-amber color with its rich malts drawing your attention and finishing with slight piney hop character. ",6.5,27,Pike Brewing Company,29
XXXXX Stout,0,Stout,"Stout, Pike XXXXX Stout boasts a full-bodied, velvety malt texture featuring hints of chocolate, licorice, and dark roasted coffee. Robust with a gorgeous reddish-black color and a rich mouthfeel, the secret to Pike XXXXX Stout’s cult-like following is a generous hop blend that brings a complexity of flavors without overwhelming the malt character.","Pike XXXXX Stout boasts a full-bodied, velvety malt texture featuring hints of chocolate, licorice, and dark roasted coffee. Robust with a gorgeous reddish-black color and a rich mouthfeel, the secret to Pike XXXXX Stout’s cult-like following is a generous hop blend that brings a complexity of flavors without overwhelming the malt character.",8.2,65,Pike Brewing Company,29
Monk's Uncle,0,Tripel,"Tripel, Pour a Pike Monk’s Uncle and you’ll be greeted by full-bodied nose of fruity and exotic esters. Dry, light and extra crisp, this golden colored Tripel will win you over with hints of honey and spice from organic malts, local hops and Belgian ale yeast.","Pour a Pike Monk’s Uncle and you’ll be greeted by full-bodied nose of fruity and exotic esters. Dry, light and extra crisp, this golden colored Tripel will win you over with hints of honey and spice from organic malts, local hops and Belgian ale yeast.",9,34,Pike Brewing Company,29
STREAKER CITRA PALE ALE,0,Ale,"Ale, Our bright, floral and refreshing American pale with a touch of wheat, brewed exclusively with loads of super sexy Citra hops. Streaks of sunshine.","Our bright, floral and refreshing American pale with a touch of wheat, brewed exclusively with loads of super sexy Citra hops. Streaks of sunshine.",5.7,30,Old Stove Brewing,30
AMBER WAVES,0,Amber,"Amber, This medium-bodied Amber Ale hints of dark fruity raisin, currants, and ripe plum. Slightly sweet and nutty from a blend of toasted malts including a touch of Chocolate Malt and flaked Barley, and balanced off with a nice mix of Northwest hops.","This medium-bodied Amber Ale hints of dark fruity raisin, currants, and ripe plum. Slightly sweet and nutty from a blend of toasted malts including a touch of Chocolate Malt and flaked Barley, and balanced off with a nice mix of Northwest hops.",5.9,30,Old Stove Brewing,30
CASTAWAY BARREL-AGED BARLEYWINE,0,Barleywine,"Barleywine, Originally brewed in 2018, then conditioned throughout 2109 in Bourbon Whiskey barrels, this strong and malty winter treat features delicious notes of caramel, raisin, vanilla, and whiskey. ","Originally brewed in 2018, then conditioned throughout 2109 in Bourbon Whiskey barrels, this strong and malty winter treat features delicious notes of caramel, raisin, vanilla, and whiskey. ",11,65,Old Stove Brewing,30
BELGIAN BLONDE,0,Blonde,"Blonde, Bright golden in color, medium bodied, and piquant. Fragrant hints of banana, clove, and coriander highlight this incredibly enjoyable Abbey-style Belgian beer.","Bright golden in color, medium bodied, and piquant. Fragrant hints of banana, clove, and coriander highlight this incredibly enjoyable Abbey-style Belgian beer.",6.7,25,Old Stove Brewing,30
